Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Date,avg_u10,avg_v10,avg_t2m,avg_lai_hv,avg_lai_lv,avg_src,avg_sf,avg_ssr,avg_sro,avg_e,avg_tp,avg_swvl1,max_u10,min_u10,max_v10,min_v10,max_t2m,min_t2m,max_lai_hv,min_lai_hv,max_lai_lv,min_lai_lv,max_src,min_src,max_sf,min_sf,max_ssr,min_ssr,max_sro,min_sro,max_e,min_e,max_tp,min_tp,max_swvl1,min_swvl1,Evergreen/Deciduous Needleleaf Trees,Evergreen Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Wetland,Urban/Built,Snow/Ice,Barren,Water,Population,PD
2014,sauk,Non-human activity,,,,wisconsin,55111.0,43.46,-89.74,1.0,0.0,1.0,0.0,0.0,2014-01-01,0.8115111622091837,0.237354546172978,279.72068397835505,1.707682520396088,2.694224988597713,0.0001130907226904,0.0001922749799408,4276619.172602736,0.0001705903413207,-0.000765570699738,0.0016413288280265,0.3429774098302401,2.3659778,-0.59484804,1.2044673,-0.52317977,298.79968,257.9671,2.7254982,1.0794536,3.087653,2.4521334,0.0002781811,2.1874119e-05,0.000952228,-9.313226e-10,18400556.0,1.0,0.000967219,1.0160729e-06,-8.412637e-06,-0.004132131,0.00655658,0.00013121031,0.39592043,0.23865108,17,0,0,17,0,22,42,0,3,0,0,0,"62,959",0.853970644
2004,pulaski,Human infections and non-human activity,6.0,4.0,0.0,arkansas,5119.0,34.75,-92.28,2.0,0.0,2.0,0.0,0.0,2004-01-01,-0.0611985022090172,0.339304255087519,289.78755525682806,3.911403902892858,2.5909363988970147,9.022325710625684e-05,3.668887138651697e-05,5024082.623292351,0.0003311479918383,-0.001211841002662,0.0023845573575515,0.3364713442272665,0.80350554,-1.3537043,2.1651785,-0.76026416,302.7753,275.14185,4.210726,3.6233993,3.1010885,2.0999448,0.00018697522,1.6660517e-05,0.0004811259,-9.313226e-10,18583282.0,1.0,0.0019217259,2.5331974e-07,-5.8637466e-05,-0.0048400713,0.0076434016,5.198829e-05,0.40344232,0.17334405,0,0,0,0,0,0,0,0,97,0,0,3,366608,1.236381651
2003,yuma,Non-human activity,,,,arizona,4027.0,32.68,-114.66,0.0,0.0,0.0,0.0,2.0,2003-01-01,0.7077760099548179,-0.1271415666766362,297.81403139715314,4.769380219341955,0.841742923814956,2.905338654160652e-06,-9.313225746154783e-10,5932475.304794519,1.7863679166934263e-06,-0.0001014072928029,0.0001555847386791,0.1261148916021601,3.2681165,-0.9634721,3.079364,-2.6074433,315.02698,281.91946,4.7795286,4.763401,0.89502704,0.80551803,1.9911036e-05,0.0,-9.313226e-10,-9.313226e-10,23674498.0,40200.0,2.4153851e-05,-9.313226e-10,-5.8889855e-06,-0.0008899935,0.0015799757,0.0,0.20440595,0.098781854,0,0,0,1,62,8,0,0,29,0,0,0,168003,1.92461376
2021,bay,Non-human activity,,,,florida,12005.0,30.17,-85.67,,,,,,2021-01-01,-0.1453230153207909,0.2241071634096641,293.7396920400123,2.7304552587744304,3.164612645972265,0.000103505965203,-9.313225746154783e-10,5979930.063013699,3.093383785286177e-05,-0.0018249753550052,0.0024683945946242,0.2265859627662455,1.8069966,-2.097898,2.8665326,-2.7658296,302.02945,283.85352,2.8851168,2.5111372,3.277494,3.0054839,0.00027889494,1.0159478e-05,-9.313226e-10,-9.313226e-10,22421452.0,1.0,0.00014543813,2.5331974e-07,-0.00016211532,-0.0055133086,0.007468124,5.2483752e-05,0.28552717,0.14467238,5,0,0,30,0,4,0,0,62,0,0,0,"179,168",0.442736345
2013,hutchinson,Human infections,1.0,1.0,1.0,texas,48233.0,35.82,-101.44,,,,,,2013-01-01,0.3555850807118088,1.704633966578195,288.50600573396014,3.774539470672608,0.9490641342450492,1.2809103825257144e-05,0.0001356563345873,5637400.2547945175,2.817637988761678e-06,-0.0004230227952102,0.0006440542179019,0.1940223059017362,1.8093119,-1.4995593,4.723611,-0.5800998,305.2895,271.69928,3.7745395,3.7745395,1.1593239,0.73740673,3.414962e-05,4.7165668e-07,0.0018915227,-9.313226e-10,22532914.0,1.0,1.0424294e-05,-9.313226e-10,-2.8224895e-05,-0.0019025622,0.0022201855,6.288104e-05,0.2617946,0.15212634,0,0,0,6,13,44,36,0,0,0,0,0,"21,921",-0.303819807
2012,lubbock,Human infections and non-human activity,17.0,13.0,0.0,texas,48303.0,33.59,-101.85,0.0,0.0,0.0,3.0,1.0,2012-01-01,0.4612704456015363,1.8560608459300687,291.31719049339097,4.944477855182086,0.9096268138598872,1.1421179110559646e-05,2.6175602150907948e-05,5677083.204234976,1.5800182015477314e-05,-0.0004032902159382,0.0004986993054976,0.1782043059178389,2.7500365,-1.8422021,3.9804332,-0.28485805,305.7128,275.8496,4.963477,4.9334335,1.2819866,0.69131494,3.3881923e-05,2.5494955e-08,0.0002596397,-9.313226e-10,21472644.0,1.0,0.00018739142,-9.313226e-10,-2.292497e-05,-0.0018394659,0.0020374805,1.9799918e-06,0.25027382,0.13591568,0,0,0,0,9,22,0,0,69,0,0,0,"285,961",1.621596616
2005,rensselaer,Non-human activity,,,,new york,36083.0,42.73,-73.67,1.0,0.0,1.0,0.0,0.0,2005-01-01,0.4825209491056937,0.0052465340454284,282.16973565506595,2.631326949106504,1.2892226709078431,0.0001341891601902,0.0003376133682537,4773794.034246571,0.0002551966069317,-0.000829087959982,0.002255043233681,0.3479517738806875,1.5464131,-0.18480837,1.0559802,-0.9745805,300.58813,264.02237,4.5743837,1.2427586,1.3210496,1.2662494,0.00022816127,2.8336915e-05,0.0024350537,-9.313226e-10,18938228.0,1.0,0.0021375963,2.0330772e-06,-5.636597e-06,-0.0044566984,0.011703511,0.00029014796,0.39838997,0.22120567,9,0,7,3,0,4,0,0,76,0,0,0,156104,0.657794561
2017,montour,Non-human activity,,,,pennsylvania,42093.0,40.96,-76.61,0.0,0.0,0.0,0.0,0.0,2017-01-01,0.5534751583452092,0.2148574066488709,283.964884049925,2.840052497550232,2.742807250480128,9.627900199369804e-05,0.0002071799831592,4604623.775342464,0.0001628389202492,-0.0009743168777849,0.0019537134293772,0.3583462695144626,2.0313094,-0.15496862,1.2383718,-0.57737756,299.66312,270.3386,4.2389264,1.7923924,2.9093194,2.6186488,0.00022027078,2.6348367e-05,0.0019306466,-9.313226e-10,18154788.0,1.0,0.0007144809,2.7958304e-06,-6.0277758e-05,-0.004610906,0.0054905536,0.00025004335,0.40225288,0.28909555,7,0,0,0,0,12,0,0,81,0,0,0,"18,270",0.86841487
2017,green,Non-human activity,,,,wisconsin,55045.0,42.59,-89.64,1.0,0.0,1.0,0.0,0.0,2017-01-01,0.6141512521733973,0.1863834755877925,283.1141292415252,1.3578432021075726,1.4711622607218071,4.366495642948206e-05,0.0001019517967656,4446781.907534244,0.0002017844835143,-0.0007508886387979,0.0019486217013215,0.3609143399008331,1.8731072,-0.3952303,1.2841554,-0.6333077,298.91278,267.4907,2.304702,0.76758885,1.5316038,1.4354393,0.000108452776,2.0522857e-06,0.0007074615,-9.313226e-10,19366722.0,1.0,0.0008464437,1.524575e-06,-3.049639e-05,-0.0039033443,0.0053870706,0.00011239573,0.3943798,0.28619552,0,0,0,0,0,21,79,0,0,0,0,0,"36,877",0.714149632
2016,hillsborough,Non-human activity,,,,florida,12057.0,27.95,-82.46,,,,,,2016-01-01,-0.5653538947385519,-0.2827100262371569,295.64249411827893,0.3749933242797851,2.0330578596865543,8.893317658351761e-05,-9.313225746154783e-10,6018336.469603825,1.6380845100868272e-05,-0.0014487501907975,0.0016888804419495,0.189952168919024,1.9096352,-2.8287153,1.7538695,-2.4792495,304.15726,285.72598,0.37499332,0.37499332,2.2613595,1.621797,0.0002654849,3.989844e-06,-9.313226e-10,-9.313226e-10,19775572.0,1.0,0.00012789387,-9.313226e-10,-9.182608e-05,-0.004967273,0.008530188,1.2377277e-05,0.3003331,0.06670043,0,0,0,0,17,0,0,0,83,0,0,0,"1,396,693",0.599324885
2018,stevens,Non-human activity,,,,washington,53065.0,48.67,-117.75,0.0,0.0,0.0,0.0,1.0,2018-01-01,-0.0906393755380421,0.2339301871926816,279.18346603602566,2.5176439138307947,1.1698950669536852,0.0001691120699022,0.0004727111858226,4521519.919178082,4.991642390824342e-05,-0.0004384737624467,0.0010915897129588,0.2963297567240995,1.0002937,-0.58275783,0.87952805,-0.24427158,298.59137,263.393,4.005581,1.4819101,1.1733193,1.1677213,0.00042448015,8.2855695e-07,0.002831465,-9.313226e-10,24256482.0,1.0,0.00072897365,2.5331974e-07,-5.7627913e-06,-0.0027059037,0.0034768386,1.7823651e-05,0.4066822,0.14902242,100,0,0,0,0,0,0,0,0,0,0,0,"45,224",1.114852606
2005,grand isle,Non-human activity,,,,vermont,50013.0,44.82,-73.28,1.0,0.0,1.0,0.0,0.0,2005-01-01,0.5840889459603452,0.2022590323262018,280.7008627486555,0.3612144718431444,2.384185791015625e-07,2.39207285132629e-05,0.0003426525741815,4658571.862328765,1.1116442308850477e-05,-0.0009484585569948,0.0020481126197958,0.3038515131359229,1.5006244,-0.013229728,1.3299389,-0.8275783,297.90375,261.7938,0.48374057,0.27407956,2.3841858e-07,2.3841858e-07,4.4615037e-05,8.260162e-06,0.0016066628,-9.313226e-10,20813002.0,1.0,4.9072318e-05,-9.313226e-10,-1.0431744e-05,-0.0035073522,0.0065947054,0.00020944141,0.30697143,0.30021983,10,0,0,15,0,0,0,0,0,0,0,75,7282,0.1642907
2014,custer,Human infections,1.0,0.0,0.0,oklahoma,40039.0,35.57,-98.95,,,,,,2014-01-01,0.0130656461193136,1.4008594247576305,289.02518095251617,0.2761382449163148,1.2569538740262594,1.7140413297990916e-05,5.0587366551977256e-05,5306049.302739725,1.233969623707745e-05,-0.0005242758580445,0.0008307544591083,0.2105166311847836,1.3619723,-1.0931209,4.4194603,-1.3930666,305.36227,271.32074,0.27638364,0.27601504,1.6485438,1.0286994,4.8133254e-05,1.7846469e-07,0.00056196004,-9.313226e-10,20017228.0,1.0,7.780362e-05,-9.313226e-10,-2.6710564e-05,-0.0031063126,0.0033916757,1.43591315e-05,0.25338906,0.17747883,0,0,0,0,0,55,45,0,0,0,0,0,"29,509",-0.149479801
2005,coleman,Human infections,1.0,1.0,0.0,texas,48083.0,31.83,-99.42,,,,,,2005-01-01,-0.3606329484345159,1.3436398668240188,292.1868557655647,0.0,1.2445471959571317,2.3287656112599542e-05,3.917257569424089e-06,5411648.622260273,1.225859335024062e-05,-0.0007417123606077,0.0009689383049278,0.2258171041840558,1.8265469,-2.5318613,3.9242556,-0.5182302,305.42386,277.2954,0.0,0.0,1.552877,0.85814106,7.617698e-05,1.1982338e-06,7.275026e-05,-9.313226e-10,21184850.0,1.0,0.000102722086,-9.313226e-10,-2.4060719e-05,-0.004108407,0.003977916,4.950911e-06,0.3377275,0.153599,0,0,0,4,0,59,10,0,28,0,0,0,8739,0.8875047
2002,knox,Non-human activity,,,,texas,48275.0,33.58,-99.79,0.0,0.0,0.0,0.0,7.0,2002-01-01,-0.2674874502910325,1.3843878636213192,290.87007701298944,0.0,1.068648020208698,2.200312010245397e-05,2.2154272061912988e-05,5323472.4695205465,4.862072647944705e-05,-0.0007604080741134,0.001285807480908,0.2372087925468404,1.8759367,-2.7132149,3.7393892,-0.58430696,306.63895,275.9112,0.0,0.0,1.2087125,0.90441954,5.8738864e-05,1.5169207e-06,0.00033109728,-9.313226e-10,20907562.0,1.0,0.00035495125,5.075708e-07,-5.459925e-05,-0.0033224802,0.004197756,0.00011487119,0.3186168,0.14099072,0,0,0,0,0,55,45,0,0,0,0,0,,
2001,new york,Human infections and non-human activity,3.0,1.0,0.0,new york,36061.0,40.77416187,-73.96979712,7.0,5.0,12.0,0.0,0.0,2001-01-01,0.931400951906426,-0.0787018866571661,284.86885350893607,2.284667974628814,1.521244194409618,8.269467649021349e-05,0.0001402266438387,5418239.047945204,0.0001049341978377,-0.0010746796786855,0.0013900205888466,0.3178814591202015,2.0418563,-0.281016,1.4311576,-1.3935616,302.20416,267.0125,2.6631067,1.9989198,2.0751884,1.1055813,0.00027573365,9.624113e-06,0.0011271536,-9.313226e-10,20349790.0,1.0,0.00070049614,2.0330772e-06,4.9637165e-06,-0.0046231463,0.004523555,0.00020944141,0.40034974,0.24626364,40,0,0,12,0,0,0,0,48,0,0,0,,
2003,boone,Human infections and non-human activity,1.0,0.0,0.0,indiana,18011.0,40.05,-86.47,0.0,0.0,0.0,0.0,1.0,2003-01-01,0.7431779738974895,0.3839872316954885,283.4918783109481,1.923645916377028,1.3469817115835936,4.773135859142884e-05,0.0001692594813616,4522301.746232875,0.0002308439294335,-0.000870601497734,0.0022601827768583,0.360282081692186,2.4264293,-0.15754104,1.9751153,-0.6852782,299.6732,265.51968,1.9241792,1.9230733,2.8059394,0.73317695,0.00015687919,5.455775e-06,0.0014243005,-9.313226e-10,18208236.0,1.0,0.0008576317,1.524575e-06,-1.9517727e-05,-0.004762084,0.005769315,0.00013121031,0.39192158,0.29473698,0,0,0,5,0,8,12,0,76,0,0,0,49047,0.818357582
2018,palo alto,Human infections,1.0,1.0,0.0,iowa,19147.0,43.11,-94.68,,,,,,2018-01-01,0.1745540622162492,0.0527417156386048,280.73435915594223,0.0,1.2108010857072593,5.860023436930717e-05,0.0003728885650124,3938799.149657531,0.000211904217068,-0.0008032461608383,0.0021612286542172,0.3679745461230406,1.6400483,-1.2212261,2.0780663,-1.3413436,298.79968,261.19913,0.0,0.0,2.771977,0.65623295,0.00015109198,1.5857455e-05,0.0018795598,-9.313226e-10,19514730.0,1.0,0.0012209746,2.5331974e-07,1.3040844e-06,-0.005101542,0.007880571,0.00021686777,0.40357828,0.3255723,7,0,0,0,0,25,22,0,39,0,0,7,"8,903",-0.379932531
2011,ottawa,Human infections,0.0,0.0,1.0,ohio,39123.0,41.5,-82.93,,,,,,2011-01-01,0.8195601043227597,0.3611881927268144,284.16501224465554,4.12443014105705,1.8292801399753504,0.000124406263845,0.0001987358752944,5095516.281849313,0.0001508253849787,-0.0018134222416947,0.0022482971820265,0.3629429953963786,2.2821178,-0.75922406,2.0518336,-1.2881358,302.17615,266.6351,4.5860877,3.7974868,2.0391734,1.6844345,0.00037536537,2.1695654e-05,0.0018727696,-9.313226e-10,23203978.0,1.0,0.00042309426,1.7788261e-06,-0.00011883117,-0.006281947,0.005826751,0.00021389686,0.3936321,0.26736808,24,0,0,0,0,10,66,0,0,0,0,0,"41,320",1.19736251
2017,dickinson,Non-human activity,,,,michigan,26043.0,45.82,-88.06,3.0,5.0,8.0,0.0,0.0,2017-01-01,0.7072262969735548,-0.1563109624059232,279.2609345945593,2.621863128387764,2.384185791015625e-07,0.0001218602316129,0.0002339326291766,4264877.105136984,1.6892058392093593e-05,-0.0007540939261734,0.0016065168302914,0.2509905113341056,1.608665,-0.46108353,0.9701052,-0.68998027,296.84882,262.2227,5.098305,1.2410076,2.3841858e-07,2.3841858e-07,0.00026902865,3.1230535e-05,0.0011995807,-9.313226e-10,18724438.0,1.0,5.7971105e-05,5.075708e-07,-2.986542e-05,-0.004365714,0.005340033,0.00025350787,0.27666852,0.20701145,2,0,7,0,0,14,77,0,0,0,0,0,"25,424",-0.40329321
2019,rapides,Human infections,3.0,1.0,1.0,louisiana,22079.0,31.19862028,-92.53319963,,,,,,2019-01-01,-0.1273636475409546,0.4631799866075384,292.99329825623386,4.051770808598765,1.490123687378347,8.799643520894138e-05,-9.313225746154783e-10,5197425.402739722,0.0003013523448615,-0.0012599834280841,0.0023979292889061,0.3266241420621739,0.61983657,-1.2255992,1.9736304,-0.61103463,306.0835,279.5688,4.615855,3.4052598,1.8266909,1.1187682,0.00020149423,2.4971669e-05,-9.313226e-10,-9.313226e-10,18636272.0,1.0,0.002705622,-9.313226e-10,-8.0973376e-05,-0.004847012,0.008821824,2.0299107e-05,0.38012892,0.21574548,39,0,15,37,0,0,8,0,0,0,0,0,"129,648",0.735461094
2002,douglas,Non-human activity,,,,wisconsin,55031.0,46.67,-92.08,3.0,0.0,3.0,0.0,1.0,2002-01-01,0.9836364260683316,-0.1086091517993848,278.92873844512513,0.901427921203718,1.3836344522972628,5.0781805435839776e-05,0.0002942376438375,4299977.835616435,6.70487794718922e-05,-0.0010401132056483,0.0016543873075446,0.2243386510810622,2.61087,-1.1329929,1.5694981,-1.1458356,297.81415,262.67514,1.8083359,0.42826104,1.4814689,1.3321837,0.000109166605,1.0452641e-06,0.00164223,-9.313226e-10,20464452.0,1.0,0.00027841795,-9.313226e-10,-8.854503e-05,-0.004416569,0.0049335267,9.8532066e-05,0.24031633,0.21183725,0,0,9,4,0,12,75,0,0,0,0,0,,
2018,defiance,Human infections,1.0,0.0,0.0,ohio,39039.0,41.28,-84.36,,,,,,2018-01-01,0.7304143109141964,0.3207342685493704,283.4921822534847,2.162908554730349,2.1652322694046853,8.285691120824454e-05,0.0001625360627594,4417707.107534244,0.0001289974566395,-0.0009626054491254,0.0021479098751426,0.3578630503726331,2.7253413,-0.74764824,1.8924575,-1.5564024,299.71576,266.61606,2.390778,2.0463815,2.7087173,1.8788785,0.00017872782,3.0223484e-05,0.0009557847,-9.313226e-10,18385024.0,1.0,0.00053013954,3.5585836e-06,-7.2771218e-06,-0.004500992,0.006524396,0.000226276,0.38818327,0.28835922,7,0,0,16,0,7,4,0,67,0,0,0,"38,089",0.10561206
2004,crook,Non-human activity,,,,oregon,41013.0,44.1,-120.66,1.0,0.0,1.0,0.0,0.0,2004-01-01,0.5363098617867045,0.1569824579879235,281.19569903514434,0.0316796374451267,0.5393331366809991,4.987809637886196e-05,0.0003219743868682,5062619.545081969,2.906877354113131e-05,-0.0005833320029409,0.000881487163944,0.2381514028386504,3.216154,-1.1353081,2.1028142,-2.4265366,300.64975,267.69788,0.032071114,0.031333923,0.56056595,0.5178331,0.00019142398,1.5296973e-07,0.001708514,-9.313226e-10,25664388.0,9594.0,0.00091687497,2.5331974e-07,1.2156554e-05,-0.0030658047,0.0029787328,2.6240945e-05,0.40195835,0.048156172,9,0,0,31,44,16,0,0,0,0,0,0,20643,1.305934501
2002,douglas,Human infections and non-human activity,8.0,5.0,0.0,nebraska,31055.0,41.26,-95.93,37.0,7.0,44.0,0.0,46.0,2002-01-01,0.2238647504212103,0.5999660825892668,284.05868024434113,2.3996404948299874,1.5396459811354333,3.4322561648329835e-05,0.0001204497557235,4874988.540753422,0.0001252494529144,-0.0009543068094612,0.0014918838098185,0.2979210642817084,1.9991546,-1.3889462,2.9826,-1.3913343,302.978,268.5199,2.4632149,2.3653424,2.5074313,1.0506568,0.00012204124,1.1599914e-06,0.00066866074,-9.313226e-10,20914872.0,1.0,0.0004922543,-9.313226e-10,-8.034054e-06,-0.0054733055,0.004959274,5.941838e-06,0.37133825,0.18400387,0,0,0,0,4,0,4,0,92,0,0,0,,
2003,davison,Human infections and non-human activity,24.0,5.0,3.0,south dakota,46035.0,43.73,-98.03,5.0,0.0,5.0,0.0,0.0,2003-01-01,0.1090994887156028,0.3571490301253043,282.3762876745772,0.0,1.2054880070359737,2.179476241134616e-05,0.0001852582763778,4510482.702739722,5.907252086454058e-05,-0.0006695890141338,0.0010618151197439,0.2726023379968453,1.5554165,-1.5661842,1.5536594,-0.99165654,301.93204,263.69873,0.0,0.0,2.0651739,0.6664963,0.00011634326,1.147273e-07,0.0008464968,-9.313226e-10,20813002.0,1.0,0.00038114097,-9.313226e-10,-1.421757e-05,-0.0045640883,0.0051503964,4.307553e-05,0.3508342,0.1724831,0,0,0,6,0,32,35,0,27,0,0,0,18907,-0.4089105
2002,monroe,Non-human activity,,,,wisconsin,55081.0,43.94,-90.8,3.0,1.0,4.0,0.0,2.0,2002-01-01,0.719179653958098,0.4247169261517589,281.8050621137225,1.882235151774262,2.500631065238011,5.354170343832252e-05,0.0001854423248553,4507552.824315067,9.921896016250724e-05,-0.0007800230415129,0.0015202760530559,0.3500371999324184,1.7586356,-0.17400432,1.506886,-0.60509515,300.58368,267.5691,3.2588198,0.99374604,2.577533,2.4536264,0.00015011046,1.5551632e-06,0.0009822985,-9.313226e-10,19245208.0,1.0,0.00077423267,2.5331974e-07,-1.0431744e-05,-0.0043267203,0.004794889,5.2483752e-05,0.38649535,0.26479656,0,0,0,5,0,19,75,0,0,0,0,1,,
2003,somerset,Human infections and non-human activity,0.0,0.0,2.0,new jersey,34035.0,40.57,-74.61,11.0,0.0,11.0,0.0,3.0,2003-01-01,0.616248640213927,-0.1696720827523975,283.6970861356551,3.774109827329033,2.384185791015625e-07,0.0001246671187464,0.0002658524997022,4590572.241780819,0.0001881429319563,-0.0010309133520796,0.0024366991664601,0.4327409394391593,2.1866822,-0.6573572,0.5946804,-1.1493003,301.65094,266.52087,5.06734,2.7074351,2.3841858e-07,2.3841858e-07,0.0003269007,2.577473e-05,0.0024735304,-9.313226e-10,18065252.0,1.0,0.00069617387,7.6182187e-07,-6.519933e-05,-0.0043853996,0.0070373565,9.8532066e-05,0.47067517,0.3207352,8,3,41,12,0,0,0,0,36,0,0,0,307902,1.242386134
2003,crawford,Non-human activity,,,,kansas,20037.0,37.51,-94.84,0.0,0.0,0.0,1.0,1.0,2003-01-01,0.0609086666205157,0.4769594548091495,287.4398274042834,1.4033586916858194,0.1127635162170617,3.197041243691098e-05,0.0001137794237839,4900259.611301367,0.0003094757929418,-0.0008119925288068,0.0020213730110187,0.3563362465023176,0.92080677,-0.7378732,2.1681483,-0.59494853,304.6153,270.29492,2.0983589,0.778095,0.11327028,0.11252391,0.00011288878,2.3582252e-06,0.00076533854,-9.313226e-10,20719354.0,1.0,0.0018812981,1.0160729e-06,-2.141064e-05,-0.003941833,0.0073730582,0.0002460815,0.3968833,0.22102442,0,13,0,0,0,20,35,0,31,0,0,0,38631,0.766147556
2017,brantley,Non-human activity,,,,georgia,13025.0,31.2,-81.98,0.0,0.0,0.0,0.0,1.0,2017-01-01,0.0322981827879605,0.2341835993610014,293.8002147726816,4.577661998304602,2.903789306013551,0.000112313512184,-9.313225746154783e-10,5756969.1852739705,3.752190466612984e-05,-0.0011602445955273,0.0015436818083263,0.176007093825977,1.5705936,-1.3611645,1.1750174,-1.3505003,305.21558,282.9912,5.141712,3.86679,3.120247,2.628912,0.00034155993,1.4659308e-06,-9.313226e-10,-9.313226e-10,20340654.0,1.0,0.0006829519,-9.313226e-10,-5.3715892e-05,-0.004638542,0.008336096,1.6339123e-05,0.2502625,0.082322,23,0,9,50,0,0,18,0,0,0,0,0,"18,832",-0.993777131
2012,dickinson,Human infections and non-human activity,2.0,1.0,0.0,iowa,19059.0,43.42,-95.11,0.0,0.0,0.0,0.0,1.0,2012-01-01,0.5404235687249347,0.6050484414146247,283.77703305020367,0.6757988929748543,1.2150919020501652,2.7368071249207814e-05,0.0001285028697342,4921237.539959017,8.806494978139476e-05,-0.0010257261810643,0.0012467453425465,0.287964053136485,2.4904819,-0.73401463,2.3554895,-0.5976708,303.1236,266.45926,0.6757989,0.6757989,2.6210747,0.67980754,9.0504764e-05,2.7661445e-06,0.00084811356,-9.313226e-10,21466706.0,1.0,0.00079864217,2.5331974e-07,-3.0622585e-05,-0.0052287444,0.005460351,0.00015695766,0.36749798,0.18133043,0,0,0,0,0,15,53,0,32,0,0,0,"16,925",0.10975948
2011,newport,Non-human activity,,,,rhode island,44005.0,41.47,-71.3,0.0,0.0,0.0,1.0,0.0,2011-01-01,1.4029511563990205,0.5714121538890549,284.59453959007783,2.899702332770988,2.757110971947238,9.539144126417702e-05,0.0001806588977422,5545913.482191778,0.0002096648343953,-0.0015883013038347,0.0023895347931052,0.3605310017115448,3.717771,-1.2572397,3.9485085,-2.3852077,298.53763,270.0071,3.7771196,2.243048,2.772599,2.7457275,0.00024521694,2.6641646e-06,0.001896373,-9.313226e-10,21357526.0,1.0,0.0006832066,4.3213367e-06,-0.00016325084,-0.004854583,0.0060589695,0.00032084621,0.40019116,0.25654963,1,1,0,5,0,0,0,10,0,0,7,76,"83,212",0.936466677
2022,stark,Non-human activity,,,,ohio,39151.0,40.8,-81.38,,,,,,2022-01-01,0.7919336580250359,0.6233522809939841,283.6498884018151,1.7197308141891263,1.9158536525621783,7.353403913702379e-05,0.0002108511750981,4809656.052054792,0.0001263151353556,-0.0008461351170721,0.0018786915533295,0.3612380247614153,2.1563277,-0.5135604,1.552422,-0.24823123,300.5971,265.46704,2.5620089,0.9446256,1.9856174,1.8516961,0.00015088802,7.546303e-06,0.0014178343,-9.313226e-10,20413288.0,1.0,0.00077575864,3.5585836e-06,-3.6301324e-05,-0.0041956063,0.004754288,0.00026044063,0.39689463,0.30489838,0,0,0,0,0,0,0,0,100,0,0,0,,
2012,winchester city,Human infections,1.0,1.0,0.0,virginia,51840.0,39.1862682,-78.15153331,,,,,,2012-01-01,0.6929073595121261,0.005130750763286,286.5239541726036,2.843101794928149,2.8916898438187904,8.174803245265885e-05,8.414871990680699e-05,5263019.316939891,4.136332761129885e-05,-0.0009799478107222,0.0013078208866432,0.3202369012284638,1.6472509,-0.39651644,0.60581696,-0.71225333,304.9188,272.2906,4.0290813,1.7676017,2.9495642,2.8379114,0.00022566282,1.6061531e-06,0.0013939068,-9.313226e-10,19487322.0,1.0,0.00041114353,2.0330772e-06,-4.2989384e-05,-0.0042299307,0.0043051997,0.00021587871,0.3853399,0.21580212,3,8,0,11,0,8,4,0,67,0,0,0,,
